dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,casual,registered,cnt,season_desc,weather_desc,weekday_desc,month_desc,holiday_desc,workingday_desc,hr
2012-04-30,2,1,4,0,1,1,2,0.4,0.43,29,239,268,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,9.0
2012-04-30,2,1,4,0,1,1,2,0.42,0.41,41,116,157,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,10.0
2012-04-30,2,1,4,0,1,1,2,0.44,0.44,52,111,163,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,11.0
2012-04-30,2,1,4,0,1,1,2,0.44,0.47,45,180,225,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,12.0
2012-04-30,2,1,4,0,1,1,2,0.48,0.51,48,199,247,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,13.0
2012-04-30,2,1,4,0,1,1,2,0.5,0.55,56,162,218,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,14.0
2012-04-30,2,1,4,0,1,1,2,0.52,0.55,55,176,231,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,15.0
2012-04-30,2,1,4,0,1,1,1,0.56,0.6,44,303,347,,Clear/Partly Cloudy,Monday,Apr,Not Holiday,Working Day,16.0
2012-04-30,2,1,4,0,1,1,1,0.56,0.6,66,617,683,,Clear/Partly Cloudy,Monday,Apr,Not Holiday,Working Day,17.0
2012-04-30,2,1,4,0,1,1,2,0.56,0.6,53,611,664,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,18.0
2012-04-30,2,1,4,0,1,1,2,0.54,0.64,51,420,471,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,19.0
2012-04-30,2,1,4,0,1,1,2,0.52,0.59,28,281,309,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,20.0
2012-04-30,2,1,4,0,1,1,2,0.52,0.59,26,195,221,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,21.0
2012-04-30,2,1,4,0,1,1,2,0.52,0.55,11,123,134,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,22.0
2012-04-30,2,1,4,0,1,1,2,0.52,0.55,10,50,60,,Mist/Cloudy,Monday,Apr,Not Holiday,Working Day,23.0
2012-05-01,2,1,5,0,2,1,2,0.5,0.59,7,28,35,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,0.0
2012-05-01,2,1,5,0,2,1,2,0.5,0.63,0,21,21,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,1.0
2012-05-01,2,1,5,0,2,1,2,0.5,0.72,1,7,8,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,2.0
2012-05-01,2,1,5,0,2,1,2,0.5,0.77,1,2,3,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,3.0
2012-05-01,2,1,5,0,2,1,2,0.52,0.72,1,7,8,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,4.0
2012-05-01,2,1,5,0,2,1,2,0.52,0.72,0,17,17,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,5.0
2012-05-01,2,1,5,0,2,1,3,0.52,0.77,2,24,26,,Light Snow/Rain,Tuesday,May,Not Holiday,Working Day,6.0
2012-05-01,2,1,5,0,2,1,2,0.5,0.94,8,161,169,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,7.0
2012-05-01,2,1,5,0,2,1,2,0.52,0.94,19,538,557,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,8.0
2012-05-01,2,1,5,0,2,1,2,0.54,0.88,18,331,349,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,9.0
2012-05-01,2,1,5,0,2,1,1,0.62,0.78,30,144,174,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,10.0
2012-05-01,2,1,5,0,2,1,2,0.66,0.65,50,179,229,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,11.0
2012-05-01,2,1,5,0,2,1,2,0.7,0.58,41,228,269,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,12.0
2012-05-01,2,1,5,0,2,1,2,0.72,0.51,41,208,249,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,13.0
2012-05-01,2,1,5,0,2,1,2,0.74,0.48,37,167,204,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,14.0
2012-05-01,2,1,5,0,2,1,2,0.74,0.45,48,186,234,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,15.0
2012-05-01,2,1,5,0,2,1,1,0.74,0.45,41,313,354,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,16.0
2012-05-01,2,1,5,0,2,1,1,0.74,0.48,65,616,681,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,17.0
2012-05-01,2,1,5,0,2,1,1,0.7,0.54,81,662,743,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,18.0
2012-05-01,2,1,5,0,2,1,1,0.7,0.54,58,429,487,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,19.0
2012-05-01,2,1,5,0,2,1,1,0.66,0.61,36,299,335,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,20.0
2012-05-01,2,1,5,0,2,1,1,0.64,0.65,31,251,282,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,21.0
2012-05-01,2,1,5,0,2,1,1,0.64,0.65,21,190,211,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,22.0
2012-05-01,2,1,5,0,2,1,1,0.6,0.78,16,79,95,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,23.0
2012-05-02,2,1,5,0,3,1,1,0.6,0.78,4,43,47,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,0.0
2012-05-02,2,1,5,0,3,1,1,0.56,0.83,8,7,15,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,1.0
2012-05-02,2,1,5,0,3,1,1,0.56,0.83,7,9,16,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,2.0
2012-05-02,2,1,5,0,3,1,1,0.56,0.83,0,6,6,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,3.0
2012-05-02,2,1,5,0,3,1,1,0.54,0.88,2,2,4,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,4.0
2012-05-02,2,1,5,0,3,1,1,0.54,0.9,2,31,33,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,5.0
2012-05-02,2,1,5,0,3,1,3,0.56,0.84,3,117,120,,Light Snow/Rain,Wednesday,May,Not Holiday,Working Day,6.0
2012-05-02,2,1,5,0,3,1,2,0.54,0.88,14,344,358,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,7.0
2012-05-02,2,1,5,0,3,1,2,0.56,0.88,26,640,666,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,8.0
2012-05-02,2,1,5,0,3,1,2,0.56,0.88,26,289,315,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,9.0
2012-05-02,2,1,5,0,3,1,2,0.58,0.83,28,147,175,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,10.0
2012-05-02,2,1,5,0,3,1,2,0.58,0.81,39,145,184,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,11.0
2012-05-02,2,1,5,0,3,1,2,0.58,0.83,35,210,245,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,12.0
2012-05-02,2,1,5,0,3,1,2,0.58,0.78,49,179,228,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,13.0
2012-05-02,2,1,5,0,3,1,1,0.62,0.69,51,189,240,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,14.0
2012-05-02,2,1,5,0,3,1,1,0.64,0.65,52,204,256,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,15.0
2012-05-02,2,1,5,0,3,1,1,0.64,0.65,54,313,367,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,16.0
2012-05-02,2,1,5,0,3,1,1,0.6,0.73,70,659,729,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,17.0
2012-05-02,2,1,5,0,3,1,1,0.56,0.73,43,770,813,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,18.0
2012-05-02,2,1,5,0,3,1,1,0.54,0.77,43,461,504,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,19.0
2012-05-02,2,1,5,0,3,1,1,0.52,0.77,42,296,338,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,20.0
2012-05-02,2,1,5,0,3,1,1,0.52,0.77,21,218,239,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,21.0
2012-05-02,2,1,5,0,3,1,1,0.5,0.82,27,146,173,,Clear/Partly Cloudy,Wednesday,May,Not Holiday,Working Day,22.0
2012-05-02,2,1,5,0,3,1,2,0.5,0.77,21,77,98,,Mist/Cloudy,Wednesday,May,Not Holiday,Working Day,23.0
2012-05-03,2,1,5,0,4,1,2,0.48,0.82,15,75,90,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,0.0
2012-05-03,2,1,5,0,4,1,2,0.46,0.88,9,15,24,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,1.0
2012-05-03,2,1,5,0,4,1,2,0.46,0.88,4,13,17,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,2.0
2012-05-03,2,1,5,0,4,1,2,0.46,0.88,2,4,6,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,3.0
2012-05-03,2,1,5,0,4,1,2,0.46,0.88,0,2,2,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,4.0
2012-05-03,2,1,5,0,4,1,2,0.46,0.88,1,20,21,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,5.0
2012-05-03,2,1,5,0,4,1,2,0.46,0.88,8,128,136,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,6.0
2012-05-03,2,1,5,0,4,1,3,0.44,0.94,8,376,384,,Light Snow/Rain,Thursday,May,Not Holiday,Working Day,7.0
2012-05-03,2,1,5,0,4,1,3,0.46,0.88,19,608,627,,Light Snow/Rain,Thursday,May,Not Holiday,Working Day,8.0
2012-05-03,2,1,5,0,4,1,2,0.48,0.88,25,279,304,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,9.0
2012-05-03,2,1,5,0,4,1,2,0.52,0.77,36,132,168,,Mist/Cloudy,Thursday,May,Not Holiday,Working Day,10.0
2012-05-03,2,1,5,0,4,1,1,0.54,0.77,34,167,201,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,11.0
2012-05-03,2,1,5,0,4,1,1,0.56,0.73,64,237,301,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,12.0
2012-05-03,2,1,5,0,4,1,1,0.6,0.69,48,217,265,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,13.0
2012-05-03,2,1,5,0,4,1,1,0.64,0.65,33,171,204,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,14.0
2012-05-03,2,1,5,0,4,1,1,0.66,0.61,63,220,283,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,15.0
2012-05-03,2,1,5,0,4,1,1,0.68,0.57,45,325,370,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,16.0
2012-05-03,2,1,5,0,4,1,1,0.72,0.54,87,617,704,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,17.0
2012-05-03,2,1,5,0,4,1,1,0.72,0.58,64,642,706,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,18.0
2012-05-03,2,1,5,0,4,1,1,0.7,0.61,55,467,522,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,19.0
2012-05-03,2,1,5,0,4,1,1,0.64,0.73,52,368,420,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,20.0
2012-05-03,2,1,5,0,4,1,1,0.62,0.78,42,257,299,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,21.0
2012-05-03,2,1,5,0,4,1,1,0.62,0.78,29,217,246,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,22.0
2012-05-03,2,1,5,0,4,1,1,0.6,0.83,21,100,121,,Clear/Partly Cloudy,Thursday,May,Not Holiday,Working Day,23.0
2012-05-04,2,1,5,0,5,1,1,0.6,0.78,19,70,89,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,0.0
2012-05-04,2,1,5,0,5,1,1,0.6,0.78,15,33,48,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,1.0
2012-05-04,2,1,5,0,5,1,1,0.58,0.83,0,11,11,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,2.0
2012-05-04,2,1,5,0,5,1,1,0.56,0.88,0,14,14,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,3.0
2012-05-04,2,1,5,0,5,1,1,0.56,0.88,0,4,4,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,4.0
2012-05-04,2,1,5,0,5,1,1,0.56,0.88,0,24,24,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,5.0
2012-05-04,2,1,5,0,5,1,1,0.54,0.94,8,127,135,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,6.0
2012-05-04,2,1,5,0,5,1,1,0.56,0.88,9,347,356,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,7.0
2012-05-04,2,1,5,0,5,1,1,0.56,0.88,34,584,618,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,8.0
2012-05-04,2,1,5,0,5,1,1,0.6,0.78,32,262,294,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,9.0
2012-05-04,2,1,5,0,5,1,2,0.62,0.73,45,154,199,,Mist/Cloudy,Friday,May,Not Holiday,Working Day,10.0
2012-05-04,2,1,5,0,5,1,2,0.7,0.61,77,181,258,,Mist/Cloudy,Friday,May,Not Holiday,Working Day,11.0
2012-05-04,2,1,5,0,5,1,3,0.62,0.78,46,125,171,,Light Snow/Rain,Friday,May,Not Holiday,Working Day,12.0
2012-05-04,2,1,5,0,5,1,2,0.64,0.73,71,207,278,,Mist/Cloudy,Friday,May,Not Holiday,Working Day,13.0
2012-05-04,2,1,5,0,5,1,2,0.66,0.74,83,159,242,,Mist/Cloudy,Friday,May,Not Holiday,Working Day,14.0
2012-05-04,2,1,5,0,5,1,2,0.72,0.62,103,240,343,,Mist/Cloudy,Friday,May,Not Holiday,Working Day,15.0
2012-05-04,2,1,5,0,5,1,1,0.76,0.48,82,358,440,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,16.0
2012-05-04,2,1,5,0,5,1,1,0.7,0.54,96,547,643,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,17.0
2012-05-04,2,1,5,0,5,1,1,0.7,0.54,77,564,641,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,18.0
2012-05-04,2,1,5,0,5,1,1,0.7,0.51,64,388,452,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,19.0
2012-05-04,2,1,5,0,5,1,1,0.68,0.51,58,255,313,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,20.0
2012-05-04,2,1,5,0,5,1,1,0.64,0.69,49,186,235,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,21.0
2012-05-04,2,1,5,0,5,1,1,0.6,0.83,50,182,232,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,22.0
2012-05-04,2,1,5,0,5,1,1,0.6,0.83,51,205,256,,Clear/Partly Cloudy,Friday,May,Not Holiday,Working Day,23.0
2012-05-05,2,1,5,0,6,0,1,0.6,0.83,42,111,153,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,0.0
2012-05-05,2,1,5,0,6,0,1,0.6,0.83,28,79,107,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,1.0
2012-05-05,2,1,5,0,6,0,1,0.58,0.88,24,51,75,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,2.0
2012-05-05,2,1,5,0,6,0,1,0.58,0.83,11,21,32,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,3.0
2012-05-05,2,1,5,0,6,0,1,0.56,0.88,0,9,9,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,4.0
2012-05-05,2,1,5,0,6,0,1,0.56,0.88,8,14,22,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,5.0
2012-05-05,2,1,5,0,6,0,2,0.54,0.94,9,33,42,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,6.0
2012-05-05,2,1,5,0,6,0,1,0.56,0.88,8,79,87,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,7.0
2012-05-05,2,1,5,0,6,0,1,0.58,0.83,42,155,197,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,8.0
2012-05-05,2,1,5,0,6,0,1,0.62,0.78,61,223,284,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,9.0
2012-05-05,2,1,5,0,6,0,1,0.66,0.65,148,284,432,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,10.0
2012-05-05,2,1,5,0,6,0,1,0.7,0.58,221,354,575,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,11.0
2012-05-05,2,1,5,0,6,0,1,0.72,0.58,220,330,550,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,12.0
2012-05-05,2,1,5,0,6,0,1,0.74,0.55,217,307,524,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,13.0
2012-05-05,2,1,5,0,6,0,3,0.7,0.61,187,241,428,,Light Snow/Rain,Saturday,May,Not Holiday,Weekend/Holiday,14.0
2012-05-05,2,1,5,0,6,0,3,0.66,0.74,241,300,541,,Light Snow/Rain,Saturday,May,Not Holiday,Weekend/Holiday,15.0
2012-05-05,2,1,5,0,6,0,2,0.68,0.65,230,310,540,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,16.0
2012-05-05,2,1,5,0,6,0,2,0.68,0.65,204,298,502,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,17.0
2012-05-05,2,1,5,0,6,0,2,0.66,0.69,156,278,434,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,18.0
2012-05-05,2,1,5,0,6,0,2,0.62,0.73,151,254,405,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,19.0
2012-05-05,2,1,5,0,6,0,1,0.6,0.78,100,209,309,,Clear/Partly Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,20.0
2012-05-05,2,1,5,0,6,0,2,0.58,0.78,86,183,269,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,21.0
2012-05-05,2,1,5,0,6,0,2,0.58,0.78,67,150,217,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,22.0
2012-05-05,2,1,5,0,6,0,2,0.56,0.83,35,114,149,,Mist/Cloudy,Saturday,May,Not Holiday,Weekend/Holiday,23.0
2012-05-06,2,1,5,0,0,0,2,0.56,0.83,23,111,134,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,0.0
2012-05-06,2,1,5,0,0,0,2,0.54,0.83,37,84,121,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,1.0
2012-05-06,2,1,5,0,0,0,2,0.54,0.83,29,64,93,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,2.0
2012-05-06,2,1,5,0,0,0,2,0.54,0.83,9,19,28,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,3.0
2012-05-06,2,1,5,0,0,0,3,0.52,0.83,9,7,16,,Light Snow/Rain,Sunday,May,Not Holiday,Weekend/Holiday,4.0
2012-05-06,2,1,5,0,0,0,3,0.52,0.83,1,10,11,,Light Snow/Rain,Sunday,May,Not Holiday,Weekend/Holiday,5.0
2012-05-06,2,1,5,0,0,0,3,0.52,0.83,3,14,17,,Light Snow/Rain,Sunday,May,Not Holiday,Weekend/Holiday,6.0
2012-05-06,2,1,5,0,0,0,3,0.52,0.83,5,31,36,,Light Snow/Rain,Sunday,May,Not Holiday,Weekend/Holiday,7.0
2012-05-06,2,1,5,0,0,0,2,0.5,0.88,23,91,114,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,8.0
2012-05-06,2,1,5,0,0,0,2,0.52,0.83,63,128,191,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,9.0
2012-05-06,2,1,5,0,0,0,2,0.54,0.77,112,221,333,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,10.0
2012-05-06,2,1,5,0,0,0,1,0.56,0.73,144,270,414,,Clear/Partly Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,11.0
2012-05-06,2,1,5,0,0,0,2,0.6,0.64,207,351,558,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,12.0
2012-05-06,2,1,5,0,0,0,2,0.6,0.64,197,368,565,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,13.0
2012-05-06,2,1,5,0,0,0,2,0.6,0.64,226,292,518,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,14.0
2012-05-06,2,1,5,0,0,0,2,0.62,0.61,229,342,571,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,15.0
2012-05-06,2,1,5,0,0,0,2,0.62,0.61,181,363,544,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,16.0
2012-05-06,2,1,5,0,0,0,2,0.62,0.65,195,316,511,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,17.0
2012-05-06,2,1,5,0,0,0,2,0.62,0.61,131,332,463,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,18.0
2012-05-06,2,1,5,0,0,0,2,0.6,0.64,117,266,383,,Mist/Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,19.0
2012-05-06,2,1,5,0,0,0,1,0.6,0.64,73,203,276,,Clear/Partly Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,20.0
2012-05-06,2,1,5,0,0,0,1,0.56,0.73,55,148,203,,Clear/Partly Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,21.0
2012-05-06,2,1,5,0,0,0,1,0.56,0.73,44,113,157,,Clear/Partly Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,22.0
2012-05-06,2,1,5,0,0,0,1,0.52,0.77,22,80,102,,Clear/Partly Cloudy,Sunday,May,Not Holiday,Weekend/Holiday,23.0
2012-05-07,2,1,5,0,1,1,2,0.52,0.77,13,21,34,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,0.0
2012-05-07,2,1,5,0,1,1,2,0.52,0.77,1,8,9,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,1.0
2012-05-07,2,1,5,0,1,1,1,0.5,0.77,1,5,6,,Clear/Partly Cloudy,Monday,May,Not Holiday,Working Day,2.0
2012-05-07,2,1,5,0,1,1,1,0.5,0.77,2,3,5,,Clear/Partly Cloudy,Monday,May,Not Holiday,Working Day,3.0
2012-05-07,2,1,5,0,1,1,2,0.46,0.88,0,2,2,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,4.0
2012-05-07,2,1,5,0,1,1,1,0.46,0.88,2,21,23,,Clear/Partly Cloudy,Monday,May,Not Holiday,Working Day,5.0
2012-05-07,2,1,5,0,1,1,1,0.46,0.88,8,134,142,,Clear/Partly Cloudy,Monday,May,Not Holiday,Working Day,6.0
2012-05-07,2,1,5,0,1,1,2,0.48,0.82,18,367,385,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,7.0
2012-05-07,2,1,5,0,1,1,2,0.5,0.82,31,608,639,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,8.0
2012-05-07,2,1,5,0,1,1,2,0.5,0.82,61,289,350,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,9.0
2012-05-07,2,1,5,0,1,1,2,0.52,0.77,62,128,190,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,10.0
2012-05-07,2,1,5,0,1,1,2,0.54,0.73,64,149,213,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,11.0
2012-05-07,2,1,5,0,1,1,2,0.56,0.68,74,189,263,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,12.0
2012-05-07,2,1,5,0,1,1,2,0.6,0.53,75,197,272,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,13.0
2012-05-07,2,1,5,0,1,1,2,0.62,0.5,59,180,239,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,14.0
2012-05-07,2,1,5,0,1,1,2,0.62,0.53,76,186,262,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,15.0
2012-05-07,2,1,5,0,1,1,2,0.6,0.53,68,320,388,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,16.0
2012-05-07,2,1,5,0,1,1,2,0.6,0.53,102,667,769,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,17.0
2012-05-07,2,1,5,0,1,1,2,0.6,0.53,78,602,680,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,18.0
2012-05-07,2,1,5,0,1,1,1,0.58,0.56,83,463,546,,Clear/Partly Cloudy,Monday,May,Not Holiday,Working Day,19.0
2012-05-07,2,1,5,0,1,1,1,0.54,0.52,46,277,323,,Clear/Partly Cloudy,Monday,May,Not Holiday,Working Day,20.0
2012-05-07,2,1,5,0,1,1,2,0.54,0.45,37,210,247,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,21.0
2012-05-07,2,1,5,0,1,1,2,0.54,0.45,26,147,173,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,22.0
2012-05-07,2,1,5,0,1,1,2,0.54,0.45,21,92,113,,Mist/Cloudy,Monday,May,Not Holiday,Working Day,23.0
2012-05-08,2,1,5,0,2,1,2,0.52,0.52,10,28,38,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,0.0
2012-05-08,2,1,5,0,2,1,2,0.52,0.59,6,3,9,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,1.0
2012-05-08,2,1,5,0,2,1,2,0.52,0.63,9,7,16,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,2.0
2012-05-08,2,1,5,0,2,1,2,0.52,0.68,2,4,6,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,3.0
2012-05-08,2,1,5,0,2,1,2,0.52,0.68,0,5,5,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,4.0
2012-05-08,2,1,5,0,2,1,2,0.52,0.72,0,20,20,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,5.0
2012-05-08,2,1,5,0,2,1,1,0.5,0.77,7,158,165,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,6.0
2012-05-08,2,1,5,0,2,1,1,0.52,0.72,21,442,463,,Clear/Partly Cloudy,Tuesday,May,Not Holiday,Working Day,7.0
2012-05-08,2,1,5,0,2,1,2,0.54,0.73,36,605,641,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,8.0
2012-05-08,2,1,5,0,2,1,2,0.56,0.68,37,258,295,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,9.0
2012-05-08,2,1,5,0,2,1,2,0.58,0.68,46,111,157,,Mist/Cloudy,Tuesday,May,Not Holiday,Working Day,10.0
